osm_id,osm_type,lat,lon,distance_m,primary_tag,primary_value,name,brand,shop,amenity,office,craft,tourism,leisure,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,takeaway,delivery,level,addr_street,addr_housenumber,addr_postcode,label
3451035929,node,40.7767104,-73.9574322,352.9,shop,dry_cleaning,Pessel French Cleaners,,dry_cleaning,,,,,,,,+1-212-249-9059,,yes,,,,,,,,personal_care
6217306125,node,40.7788556,-73.9542942,353.0,shop,newsagent,East 86 Street & 3rd Avenue Newsstand,,newsagent,,,,,,,,+1 212-348-4496,,,,,,,East 86th Street,,,retail
2724189296,node,40.7767695,-73.9574087,353.1,shop,optician,Warby Parker,Warby Parker,optician,,,,,,,"Mo-Fr 09:00-18:00; Sa, Su 10:00-18:00",+1 646-757-2290,https://www.warbyparker.com/retail/new-york/1209-lexington-ave,,,,,,Lexington Avenue,1209,10028,health
10755612110,node,40.774564,-73.9573292,353.1,shop,beauty,S Nails,,beauty,,,,,,,"Mo-Fr 10:00-20:30; Sa, Su 10:00-20:00",+1 929-505-1465,,,,,,0,3rd Avenue,,10075,personal_care
5655040288,node,40.7725856,-73.9527862,355.9,shop,supermarket,Agatha & Valentina,,supermarket,,,,,,,,,,,,,,,1st Avenue,1513,10075,retail
10755612113,node,40.7745235,-73.9573499,356.4,shop,convenience,East Side Smoke Shop,,convenience,,,,,,,,,,,,,,0,3rd Avenue,1390,10075,retail
5682342504,node,40.7779735,-73.9565065,357.8,amenity,pharmacy,Duane Reade,Duane Reade,,pharmacy,,,,,,"Mo-Sa 06:00-02:00; Su 07:00-02:00 open ""Store"" || Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-17:00 open ""Pharmacy""",+1 212-570-2710,https://www.walgreens.com/locator/duane+reade-1235+lexington+ave-new+york-ny-10028/id=14415,,,,,,Lexington Avenue,1235,10028,health
8333736493,node,40.7744968,-73.9573847,360.3,amenity,restaurant,Eli's Night Shift,Eli Zabar,,restaurant,,,,,american,Mo-Fr 16:00-22:00; Sa-Su 14:00-22:00,+1 212-879-7160,https://www.elizabar.com/nightshift.aspx,yes,,yes,yes,,East 79th Street,189,,food_drink
2357937242,node,40.7765852,-73.9492609,363.8,amenity,bank,Ridgewood Savings Bank,,,bank,,,,,,Mo-We 09:00-15:00; Th 09:00-19:00; Fr 09:00-15:00; Sa 09:00-13:00,,,,,,,,,,,finance
7667574154,node,40.7763218,-73.9577178,366.0,shop,optician,Purdy,,optician,,,,,,,,,,,,,,,Lexington Avenue,1195,10028,health
2724189466,node,40.7745596,-73.9575543,371.0,shop,dry_cleaning,Mr. Young's Dry Cleaners & Tailor,,dry_cleaning,,,,,,,,+1-212-794-0101,,,,,,,East 79th Street,185,10075,personal_care
9173426747,node,40.77401,-73.9572092,371.7,office,financial_advisor,Charles Schwab,Charles Schwab,,,financial_advisor,,,,,Mo-Fr 08:30-17:00,+1 212-452-4520,https://client.schwab.com/public/branchlocator/branchdetails.aspx?branchid=1163,,,,,,East 79th Street,200,10075,finance
9233658444,node,40.7774348,-73.9572738,373.5,amenity,pharmacy,Caligor Pharmacy,,,pharmacy,,,,,,Mo-Fr 09:00-18:00; Sa 10:00-16:00,+1 212-369-6000,https://www.caligorpharmacy.com,yes,,,yes,0,Lexington Avenue,1226,,health
2724212862,node,40.7775102,-73.9572158,373.6,amenity,restaurant,Lexington Candy Shop,,,restaurant,,,,,diner,Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su 08:00-18:00,+1 212-288-0057,https://www.lexingtoncandyshop.com/,,,,,,Lexington Avenue,1226,10028,food_drink
651652780,way,40.7789188,-73.9549595,375.1,amenity,fast_food,Shake Shack,Shake Shack,,fast_food,,,,,burger,10:30-23:00,+1 646-237-5035,https://www.shakeshack.com/location/upper-east-side/,designated,yes,yes,yes,,East 86th Street,152,10028,food_drink
5090743954,node,40.7773405,-73.957386,376.7,craft,tailor,Eden Custom Tailor,,,,,tailor,,,,,,,,,,,,Lexington Avenue,1220,,personal_care
9824706386,node,40.7726374,-73.9552176,377.0,shop,beauty,Renee's Hair Designs,,beauty,,,,,,,"We, Fr-Sa 10:00-17:00",+1 212-721-1277,https://reneeshairdesignsnyc.com,,,,,,2nd Avenue,,10075,personal_care
8750022721,node,40.7791088,-73.952829,377.2,shop,beauty,Charming Nails,,beauty,,,,,,,,+1 212-987-7239,,,,,,,East 87th Street,212,10128,personal_care
3448911320,node,40.7777126,-73.9570936,377.5,amenity,cafe,Tal Bagels,,,cafe,,,,,bagel,05:30-20:00,+1-212-247-6811,https://www.talbagelsny.com,,,,,,Lexington Avenue,1228,10028,food_drink
8750022720,node,40.7791163,-73.9528585,377.7,shop,laundry,Youme Cleaners,,laundry,,,,,,,,+1 212-534-6766,,,,,yes,,East 87th Street,212,,personal_care
5266889691,node,40.772875,-73.9558334,377.8,amenity,restaurant,Pil Pil,,,restaurant,,,,,spanish,,,,,,,,,East 78th Street,265,,food_drink
9233654454,node,40.7774944,-73.9572942,378.3,leisure,fitness_centre,Real Pilates,,,,,,,fitness_centre,,Mo-Th 07:00-21:00; Fr 07:00-19:00; Sa 08:00-14:00; Su 09:00-15:00,+1 212-625-0777,https://www.realpilatesnyc.com/upper-east-side-studio,,,,,1,Lexington Avenue,1226,10028,leisure_entertainment
13643792686,node,40.7791275,-73.9528873,378.6,amenity,cafe,Opening Move Cafe,,,cafe,,,,,,,,https://openingmovecafe.com/,,,,,,East 87th Street,208,,food_drink
6006060909,node,40.7791537,-73.9535112,378.7,amenity,restaurant,Cava,,,restaurant,,,,,mediterranean,,,,yes,,yes,,0,3rd Avenue,1535,10028,food_drink
10010217667,node,40.7779475,-73.9568896,379.8,shop,bakery,By the Way Bakery,,bakery,,,,,,,08:00-18:00,+1 212-988-3300,https://www.btwbakery.com,,,,,0,Lexington Avenue,1236,10028,food_drink
2724212866,node,40.7779629,-73.9568713,379.8,shop,convenience,Smoke N Vape,,convenience,,,,,,,,,,,,,,,Lexington Avenue,1236,10028,retail
5705969076,node,40.7766943,-73.9578039,382.4,shop,copyshop,The UPS Store,The UPS Store,copyshop,post_office,,,,,,Mo-Fr 07:30-19:30; Sa 09:00-17:00; Su 11:00-16:00,+1 212-439-6104,https://newyork-ny-0523.theupsstorelocal.com,,,,,,Lexington Avenue,1202,10028,personal_care
2724094212,node,40.7785966,-73.9508908,382.5,leisure,fitness_centre,Clutch,,,,,,,fitness_centre,,,,,,,,,,2nd Avenue,1690,10128,leisure_entertainment
10777014286,node,40.7791694,-73.9539697,383.1,amenity,fast_food,Panera Bread,Panera Bread,,fast_food,,,,,sandwich;bakery,Mo-Su 07:00-22:00,+1 917-410-5792,https://locations.panerabread.com/ny/new-york/1534-3rd-ave.html,yes,no,yes,,0;1,3rd Avenue,1534,10028,food_drink
2724212870,node,40.7780919,-73.9567772,383.4,shop,hairdresser,Shear D'art Dalon,,hairdresser,,,,,,,,+1 212-988-8889,,,,,,0,Lexington Avenue,1242,10028,personal_care
9470240220,node,40.7759523,-73.9579943,384.3,shop,hairdresser,Gents Barber Shop,,hairdresser,,,,,,,Mo-Fr 08:30-19:00; Sa 08:30-18:00,+1 212-249-2951,https://bttps://gentsbarbershopny.com,,,,,,Lexington Avenue,1183,10028,personal_care
5090743953,node,40.7786181,-73.9559843,384.5,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,"Mo-Fr 05:00-21:00; Sa, Su 05:30-20:30",+1 212-879-1764,https://www.starbucks.com/store-locator/store/10249/85th-lexington-1261-lexington-avenue-new-york-ny-100282001-us,,,yes,,,Lexington Avenue,1261,10028,food_drink
5801848000,node,40.7781312,-73.9567486,384.6,amenity,restaurant,Thai @ Lex,,,restaurant,,,,,thai,Mo-Fr 11:30-22:00; Sa 12:00-22:00,+1 212-288-6060,https://www.thaiatlex.com,,,yes,yes,,Lexington Avenue,1244,10028,food_drink
10010270931,node,40.778152,-73.9567392,385.6,amenity,cafe,Dear Coffee,,,cafe,,,,,,,,,,,,,0,Lexington Avenue,1246,10029,food_drink
9859261598,node,40.779224,-73.9534606,386.5,amenity,veterinary,Bond Vet,,,veterinary,,,,,,10:00-20:00,+1 212-624-2773,https://bondvet.com/c/east-86th-street-animal-hospital,,,,,,3rd Avenue,1535,10028,health
6852554239,node,40.7792238,-73.9539252,388.7,amenity,fast_food,Chick-fil-A,Chick-fil-A,,fast_food,,,,,chicken,Mo-Sa 06:30-22:00,+1 212-410-7500,https://www.chick-fil-a.com/locations/ny/1536-3rd-avenue-in-line,,,yes,yes,0;1,3rd Avenue,1536,10028,food_drink
5705939366,node,40.7764985,-73.9579461,388.7,shop,alcohol,Bottle and Soul,,alcohol,,,,,,,"Mo-Th 10:00-21:30; Fr, Sa 10:00-22:00; Su 12:00-20:00",+1 212-628-0100,https://bottleandsoul.com/,,,,,,Lexington Avenue,1200,10028,retail
10920636734,node,40.7786485,-73.9508527,389.1,amenity,dojo,Supreme Martial Arts,,,dojo,,,,,,Mo-Th 12:00-20:00; Fr 12:00-19:00; Sa 09:00-14:00,+1 212-722-6722,https://truesupreme.com/location/new-york-ny-upper-east/,,,,,-1,2nd Avenue,1690,10128,leisure_entertainment
6979980086,node,40.778314,-73.9566244,391.7,amenity,restaurant,Famous Famiglia Pizzeria,,,restaurant,,,,,pizza,,+1 212-737-7777,,,,yes,yes,,,,,food_drink
9496940702,node,40.7773283,-73.9492713,392.4,amenity,fast_food,Dunkin',,,fast_food,,,,,donut,"Mo-Th 06:00-20:00, Fr 07:00-16:00, Sa-Su 06:00-17:00",+1-646-329-6704,https://locations.dunkindonuts.com/en/ny/new-york/1661-1st-avenue/365113,,,,,,1st Avenue,1661,10028,food_drink
9210931754,node,40.7790698,-73.955022,392.7,shop,department_store,Target,Target,department_store,,,,,,,08:00-23:00,+1-646-758-8596,https://www.target.com/sl/upper-east-side-86th-and-lex/3387,yes,,,,,East 86th Street,150,10028,retail
5932754534,node,40.7792964,-73.9533764,394.6,shop,bakery,Le Pain Quotidien,Le Pain Quotidien,bakery,cafe,,,,,coffee_shop,"Mo-Fr 06:30-19:00; Sa,Su 07:30-19:00",+1 332-910-6856,https://www.lepainquotidien.com/us/en/locations/3004:%2087_&_3rd/1535-3rd-avenue,,,yes,yes,0,3rd Avenue,1535,10028,food_drink
11450910169,node,40.7773542,-73.9492532,395.1,shop,pawnbroker,G&G Gold,,pawnbroker,,,,,,,,,,,,,,,1st Avenue,1661,10028,finance
6691104523,node,40.7721945,-73.9530851,396.2,shop,deli,Agata & Valentina,,deli,,,,,,italian,07:00-21:00,+1 212-452-0690,https://www.agatavalentina.com/Store-Uptown.aspx,,,,yes,,1st Avenue,1505,10075,food_drink
266933406,way,40.779251,-73.9543969,397.8,shop,mobile_phone,T-Mobile,T-Mobile,mobile_phone,,,,,,,Mo-Sa 10:00-20:00; Su 11:00-18:00,+1 212-348-6340,https://www.t-mobile.com/store-locator/ny/new-york/e-86th-st-3rd-ave,yes,,,,0,East 86th Street,169,10028,retail
6067911686,node,40.7784516,-73.9565317,397.8,shop,books,Judaica Classics By Doina,,books,,,,,,,Mo-Th 10:00-18:00; Fr 10:00-14:00; Su 10:00-17:00,+1 212-722-4271,http://judaicaclassics.com,,,,,,Lexington Avenue,1248,10028,retail
9496984092,node,40.7773861,-73.9492348,398.0,shop,bakery,Padoca Bakery,,bakery,,,,,,,08:00-16:00,,https://padocabakery.com,yes,,,,0,1st Avenue,1663,,food_drink
5266898172,node,40.774115,-73.9576435,398.0,shop,clothes,Vivaldi,,clothes,,,,,,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 12:00-18:00,+1 212-734-2805,https://vivaldi-ny.com,,,,yes,,3rd Avenue,1388,10075,retail
6250062022,node,40.7788421,-73.9558617,400.0,amenity,cafe,Variety Coffee Roasters,,,cafe,,,,,coffee_shop,07:00-21:00,+1 212-289-2104,https://varietycoffeeroasters.com,,yes,yes,,,Lexington Avenue,1269,10028,food_drink
2723975581,node,40.7724775,-73.9554399,400.8,amenity,restaurant,Nightly's Bar and Bistro,,,restaurant,,,,,,"Mo-Fr 15:00-24:00+, Sa,Su 10:30-14:45,15:00-24:00+",,,,,,,0,2nd Avenue,1496,10075,food_drink
9496964891,node,40.7774156,-73.9492157,401.0,amenity,restaurant,Pavin,,,restaurant,,,,,italian,Mo-Su 11:30-22:00,+1-646-368-1666,https://pavin86.com,,,yes,,,1st Avenue,1663,10028,food_drink
7134809799,node,40.7792496,-73.9545874,401.2,shop,clothes,Victoria's Secret,Victoria's Secret,clothes,,,,,,,Mo-Sa 10:00-21:00; Su 11:00-19:00,+1 646-672-9183,https://www.victoriassecret.com/store-locator#/store/1255,yes,,,,0,East 86th Street,165,10028,retail
10767108330,node,40.7785171,-73.956497,401.4,shop,newsagent,Lexington Ave News,,newsagent,,,,,,,,,,no,,,,,Lexington Avenue,1248,,retail
2357937221,node,40.7770297,-73.9489719,402.2,amenity,pharmacy,Duane Reade,Duane Reade,,pharmacy,,,,,,"Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-18:00 open ""Pharmacy"" || 07:00-23:00 open ""Store""",+1 917-492-8801,https://www.walgreens.com/locator/duane+reade-401+e+86th+st-new+york-ny-10028/id=14242,,,,,,East 86th Street,401,10028,health
10767098336,node,40.7785467,-73.9564694,402.5,amenity,fast_food,Dunkin',Dunkin',,fast_food,,,,,donut;coffee_shop,Tu-Sa 00:00-24:00; Su 00:00-22:00; Mo 05:00-00:00,+1 646-755-8586,https://locations.dunkindonuts.com/en/ny/new-york/1248-lexington-ave/349887,,,yes,,,Lexington Avenue,1248,10028,food_drink
6691104531,node,40.7721589,-73.9541312,403.3,shop,pastry,Butterly Bakeshop,,pastry,,,,,,,,+1 646-306-2806,,,,,,0,East 78th Street,341,10075,food_drink
7085207165,node,40.7723678,-73.955182,403.5,amenity,restaurant,Anand Indian Cuisine,,,restaurant,,,,,indian,"Mo-Fr 11:30-15:00, 17:00-22:30; Sa, Su 12:00-22:30",+1 212-650-0333,https://www.anandindiancuisinenyc.com,,,,,0,East 78th Street,304,10075,food_drink
5484494529,node,40.7723296,-73.9550482,403.6,amenity,bar,Heidi’s House,,,bar,,,,,american,Mo-Fr 17:00-23:00; Sa 16:00-23:30; Su 16:00-22:00,,,,yes,,yes,0,East 78th Street,308,10075,food_drink
7085207163,node,40.7723172,-73.9550167,404.0,amenity,bar,Ed's Elbow Room,,,bar,,,,,,Fr 18:00-24:00; Sa 17:00-24:00,+1 646-649-3764,https://heidishouseny.com/eds-elbow-room,,,,,0,East 78th Street,308,10075,food_drink
7707592141,node,40.7785873,-73.9564417,404.5,shop,alcohol,World of Wines,,alcohol,,,,,,,Mo-Sa 10:00-24:00; Su 12:00-21:00,+1 212-988-9463,,,,,yes,,Lexington Avenue,1252,,retail
6691104530,node,40.7721437,-73.9540963,404.6,shop,beauty,Koru,,beauty,,,,,,,"Mo,Th 11:00-19:30; Tu-Fr 11:00-19:00; Sa 11:00-17:00",+1 212-396-3672,https://korunyc.com/,,,,,0,East 78th Street,341,,personal_care
5625658649,node,40.7791322,-73.9552248,405.3,shop,cosmetics,Sephora,Sephora,cosmetics,,,,,,,Mo-Sa 09:00-20:00; Su 11:00-19:00,+1-212-426-6199,https://www.sephora.com/stores/new-york-86th-lexington,yes,,,,,East 86th Street,144,,retail
9496965836,node,40.7774528,-73.9491814,405.5,shop,laundry,Super 1665 Laundromat,,laundry,,,,,,,09:00-20:00,+1 212-410-7549,,,,,yes,,1st Avenue,1665,10028,personal_care
5266896891,node,40.7722806,-73.9549444,405.9,shop,bakery,Orwashers,,bakery,,,,,,,07:00-19:00,+1 212-288-6569,https://www.orwashers.com/,,,yes,yes,0,East 78th Street,308,,food_drink
5266894493,node,40.7725833,-73.9558526,406.4,amenity,restaurant,Calexico,Calexico,,restaurant,,,,,mexican,"Mo-Fr 12:00-22:00; Sa, Su 11:30-22:00",+1 347-967-5955,https://www.calexico.com/location/upper-east-side/,,yes,yes,yes,0,2nd Avenue,1491,10075,food_drink
6781739945,node,40.7786314,-73.9564131,406.9,amenity,bar,Carlow East,,,bar,,,,,,,+1 212-744-6397,https://www.carloweastbar.com,,,,,,Lexington Avenue,1254,,food_drink
4924850830,node,40.7786751,-73.9563703,408.5,amenity,fast_food,Subway,Subway,,fast_food,,,,,sandwich,24/7,+1 646-609-3656,https://restaurants.subway.com/united-states/ny/new-york/1256-lexington-ave,,,yes,,,Lexington Avenue,1256,10028,food_drink
10990490106,node,40.7722407,-73.9548837,408.6,shop,toys,Tiny dollhouse,,toys,,,,,,,Mo-Fr 11:00-17:00; Sa 11:00-16:00,+1 212-744-3719,https://www.tinydollhouse.com/,,,,,0,East 78th Street,314,10075,retail
9496982046,node,40.7774854,-73.9491594,408.8,shop,deli,Punjabi Junction,,deli,,,,,,indian,Mo-Sa 07:00-22:00; Su 08:00-20:00,,,yes,,,yes,,1st Avenue,1665,10028,food_drink
8250820319,node,40.7724145,-73.9554921,409.0,amenity,restaurant,Lusardi's,,,restaurant,,,,,italian,"Mo-Th 12:00-15:00, 17:00-22:30; Fr 12:00-15:00, 17:00-23:30; Sa 17:00-23:30; Su 17:00-22:00",+1 212-249-2020,https://www.lusardis.com,,yes,yes,yes,,2nd Avenue,1494,10075,food_drink
9533133694,node,40.7793092,-73.9547191,410.4,shop,mobile_phone,Verizon,Verizon,mobile_phone,,,,,,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 11:00-17:00,+1 800-880-1077,https://www.verizon.com/stores/details/new-york/new-york/86th-street-203968/,,,,,0,East 86th Street,157,10028,retail
758613738,way,40.7723303,-73.9552875,410.7,shop,dry_cleaning,Danny Boy's Cleaners,,dry_cleaning,,,,,,,Mo-Fr 07:00-19:00; Sa 08:00-17:00,+1 212-717-6572,,yes,,,yes,,East 78th Street,302,10075,personal_care
2629371819,node,40.7720932,-73.9525972,412.5,amenity,bank,Citibank,Citibank,,bank,,,,,,Mo-Fr 08:30-18:00; Sa 09:00-15:00,,,,,,,,1st Avenue,1512,10075,finance
266931520,way,40.778197,-73.9571241,412.9,amenity,dentist,,,,dentist,,,,,,,,,,,,,,,,,health
5266894492,node,40.7730219,-73.9567701,413.1,craft,shoemaker,Arthur's Shoe Repair,,,,,shoemaker,,,,,,,,,,,,East 78th Street,232,,personal_care
11509891321,node,40.7793266,-73.9547654,413.3,shop,shoes,Foot Locker,Foot Locker,shoes,,,,,,,Mo-Sa 10:00-19:00; Su 11:00-19:00,+1 212-348-8652,https://stores.footlocker.com/ny/newyork/159-east-86th-street-8317.html,,,,,,East 86th Street,159,10028,retail
2724232183,node,40.7787743,-73.9562897,413.4,amenity,restaurant,fresh&co,fresh&co,,restaurant,,,,,health_food;american,Mo-Fr 11:00-19:00,+1 212-953-7374,https://freshandco.com,,,yes,yes,,Lexington Avenue,1260,10028,food_drink
5618838622,node,40.7788724,-73.9507751,413.5,amenity,restaurant,New Suki Ichiro,,,restaurant,,,,,sushi;japanese,"Mo-Th 11:00-15:00,17:00-22:00; Fr-Sa 11:00-15:00,17:00-23:00, Su 11:00-15:00,17:00-22:00",+1 212-369-6300,https://www.sukiichiro.com/,,yes,yes,yes,0,2nd Avenue,1694,10128,food_drink
5116117400,node,40.7794376,-73.954081,413.8,amenity,cinema,AMC Loews Orpheum 7,AMC,,cinema,,,,,,,,https://www.amctheatres.com/movie-theatres/new-york-city/amc-loews-orpheum-7,yes,,,,,3rd Avenue,1538,10028,leisure_entertainment
5266897321,node,40.7721253,-73.9545655,413.9,shop,dry_cleaning,La Mode 1st Cleaners,,dry_cleaning,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-16:00,+1-212-734-0101,,,,,,,East 78th Street,326,,personal_care
5309510964,node,40.7775355,-73.9491248,414.0,amenity,restaurant,Gotham Pizza,,,restaurant,,,,,,Mo-Su 10:30-23:30,+1 212-828-0888,https://www.gothampizzanewyork.com/,,,yes,yes,0,1st Avenue,1667,10028,food_drink
10572070781,node,40.7730324,-73.9568099,414.5,shop,hairdresser,Level 78 Barber Shop,,hairdresser,,,,,,,Mo-Sa 09:00-18:30; Su 10:00-17:30,+1-212-535-4936,https://level78barber.com,,,,,,East 78th Street,232,10075,personal_care
2629371902,node,40.7720749,-73.9525944,414.6,amenity,atm,Citibank,Citibank,,atm,,,,,,24/7,,,,,,,,,,,finance
2620513869,node,40.7791885,-73.9553419,414.8,shop,clothes,H&M,H&M,clothes,,,,,,,Mo-Sa 10:00-21:00; Su 11:00-20:00,,https://www2.hm.com/en_us/index.html,,,,,,East 86th Street,150,10028,retail
11161553273,node,40.7724997,-73.9558893,416.0,amenity,cafe,Tozzo,,,cafe,,,,,,,,,,,,,,2nd Avenue,,,food_drink
2620513907,node,40.7794817,-73.9537572,416.0,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,"Mo-Fr 05:00-21:00; Sa, Su 06:00-20:30",+1 212-369-2949,https://www.starbucks.com/store-locator/store/1006781/87th-third-1542-third-avenue-new-york-ny-100282110-us,,,yes,,0,3rd Avenue,1542,10128,food_drink
5625653719,node,40.7739526,-73.9577773,416.4,shop,cosmetics,Ricky's NYC,Ricky's NYC,cosmetics,,,,,,,Mo-Sa 09:00-21:00; Su 10:00-20:00,+1-212-737-7723,https://www.rickysnyc.com/1380-third-avenue-between-78th-and-79th-st-store,yes,,,,,3rd Avenue,1380,,retail
7085164539,node,40.7723544,-73.9555308,416.5,amenity,restaurant,Mighty Quinn's,Mighty Quinn's,,restaurant,,,,,barbecue,"Mo-Th, Su 11:30-21:00; Fr, Sa 11:30-21:30",+1 646-484-5691,https://www.mightyquinnsbbq.com,yes,,yes,yes,0,2nd Avenue,1492,10075,food_drink
5266897272,node,40.7720725,-73.9544698,417.8,amenity,fast_food,Xi'an Famous Foods,Xi'an Famous Foods,,fast_food,,,,,chinese,11:00-21:00,+1 212-782-2068,https://www.xianfoods.com,yes,,yes,,0,East 78th Street,328,10075,food_drink
2724236614,node,40.7793714,-73.954871,420.6,shop,shoes,Steve Madden,Steve Madden,shoes,,,,,,,Mo-Sa 10:00-20:00; Su 11:00-19:00,+1 212-426-0538,https://www.stevemadden.com/,yes,,,,0,East 86th Street,157,10028,retail
13357883858,node,40.7720037,-73.9527084,420.9,shop,florist,Eva's Garden,,florist,,,,,,,"Mo-Fr 08:30-18:00, Sa-Su 09:00-17:00",+1-212-744-8710,,,,,,,,,,retail
10991141048,node,40.7719682,-73.9531791,420.9,shop,cannabis,Cannabis Care,,cannabis,,,,,,,,,,,,,,0,1st Avenue,1501,10128,retail
8333736490,node,40.7739606,-73.9578708,422.9,amenity,restaurant,Tri Dim Shanghai,,,restaurant,,,,,chinese;shanghai,"Mo-Fr 11:45-22:00; Sa, Su 12:00-22:00",+1 212-585-3388,https://tridimshanghai.net/,,,yes,yes,,3rd Avenue,1378,10075,food_drink
5683379031,node,40.7789493,-73.9507243,423.0,amenity,bar,The GAF,,,bar,,,,,irish,Mo-Su 15:00-04:00,+1-212-722-6300,,,yes,,,0,2nd Avenue,1696,,food_drink
9559184089,node,40.7722993,-73.9555674,423.3,amenity,pub,Doc Watson's,,,pub,,,,,irish,"Mo 14:00-04:00; Tu-Fr 12:00-04:00; Sa, Su 11:00-04:00",,,,yes,yes,yes,0,2nd Avenue,1490,10075,food_drink
6691104529,node,40.7719954,-73.9542921,423.4,shop,hairdresser,MC Hair Salon and Spa,,hairdresser,,,,,,,,+1 212-988-5252,,,,,,0,East 78th Street,336,10075,personal_care
2620513911,node,40.7792183,-73.9555156,423.7,amenity,atm,Bank of America,Bank of America,,atm,,,,,,24/7,,,,,,,,,,,finance
2723970267,node,40.7719283,-73.953579,424.9,amenity,cafe,Le Petit Parisienne,,,cafe,,,,,french;sandwich;,07:30-19:30,+1 917-262-0910,https://www.lepetitparisienusa.com/,,,yes,,0,East 78th Street,355,10075,food_drink
10991141049,node,40.7719298,-73.9532106,425.0,shop,beauty,Classic Nail & Spa,,beauty,,,,,,,,+1 212-570-2020,,,,,,0,1st Avenue,1501,10128,personal_care
13357883859,node,40.7719583,-73.9527427,425.4,shop,convenience,Ali NY Convenience,,convenience,,,,,,,,,,,,,,,1st Avenue,1504,10075,retail
10292370196,node,40.7773181,-73.9488236,426.0,amenity,bar,Somebody's Darling,,,bar,,,,,,,,,,,,,0,1st Avenue,1664,,food_drink
6680686141,node,40.7789845,-73.9561573,426.5,amenity,bank,Metropolitan Commercial Bank,,,bank,,,,,,Mo-Fr 08:30-16:30,+1 646-930-3386,https://mcbankny.com/,,,,,,Lexington Avenue,1270,,finance
7041755297,node,40.7738405,-73.9578436,427.3,amenity,fast_food,Chopt,Chopt,,fast_food,,,,,salad,,,,,,yes,,,3rd Avenue,1376,,food_drink
2620513836,node,40.7792619,-73.9555193,428.2,amenity,bank,Bank of America,Bank of America,,bank,,,,,,Mo-Fr 09:00-17:00; Sa 09:00-14:00,+1 646-264-0197,https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16597.html,,,,,,Lexington Avenue,1275,10028,finance
7868765654,node,40.7795881,-73.9539993,429.6,tourism,hotel,The Franklin,,,,,,hotel,,,,+1 212-710-2569,https://www.franklinhotel.com/,,,,,,East 87th Street,164,10128,hospitality
9579615881,node,40.7773575,-73.9487889,430.4,shop,tobacco,Mike's Smoke Shop,,tobacco,,,,,,,Mo-Sa 07:00-23:00; Su 11:00-22:00,+1 347-531-6443,,,,,,0,1st Avenue,1666,10028,retail
9559075749,node,40.7722433,-73.955622,430.9,amenity,bar,Keys & Heels,,,bar,,,,,,,,,,,,,0,2nd Avenue,1488,10075,food_drink
2724212854,node,40.7783658,-73.9572446,433.0,amenity,dentist,"Dr. Sara B. Babich, DDS",,,dentist,,,,,,"Mo-Th 09:00-18:00, Fr 09:00-16:00",+1-212-988-4070,https://www.nycpediatricdentist.com/,,,,,,East 84th Street,116,10028,health
10893661042,node,40.7773892,-73.9487684,433.5,shop,hairdresser,Manhattan Barbershop,,hairdresser,,,,,,,Tu-Fr 09:00-19:00; Sa 09:00-18:00; Su 10:00-18:00,+1 212-876-9627,,,,,,0,1st Avenue,1666,10028,personal_care
5978837388,node,40.7718734,-73.9528033,434.1,shop,alcohol,First Ave Liquors,,alcohol,,,,,,,"Mo-Sa 09:00-21:30, Su 12:00-20:00",+1-212-452-9600,https://firstaveliquors.com/,,,,yes,,,,,retail
2723965261,node,40.7737711,-73.9578856,434.3,amenity,cafe,Harbs,,,cafe,,,,,pastry;sandwich,"Mo-Su 11:00-21:00, Fr-Sa 11:00-22:00",+1 646-896-1511,https://www.harbsnyc.com,,,,,,3rd Avenue,1374,10075,food_drink
9858440588,node,40.7718409,-73.9533011,434.6,amenity,bar,Plug Uglies,,,bar,,,,,,"Mo-Fr 14:00-04:00; Sa, Su 12:00-04:00",,https://www.plugugliesnyc.com/,,,yes,yes,0,1st Avenue,1495,10075,food_drink
10292380375,node,40.7718529,-73.952818,436.3,amenity,fast_food,Super Taste,,,fast_food,,,,,chinese,Mo-Su 10:30-21:30,+1-212-335-0808,https://www.supertasteeats.com/,,,yes,,,1st Avenue,1502,,food_drink
9559184087,node,40.7721955,-73.9556505,436.8,amenity,restaurant,Uva,,,restaurant,,,,,italian,"Mo 15:00-24:00; Tu-Fr 15:00-01:00; Sa, Su 11:00-01:00",,,,yes,yes,yes,0;-1,2nd Avenue,1486,10075,food_drink
8333736489,node,40.773817,-73.9579582,437.0,amenity,restaurant,Noz Market,,,restaurant,,,,,,,,,,,,,,,,,food_drink
9448907812,node,40.779167,-73.9560063,437.4,shop,bakery,Paris Baguette,Paris Baguette,bakery,cafe,,,,,,Mo-Su 07:00-21:00,,,,,,,,Lexington Avenue,1270,10028,food_drink
